Region,Sales,Profit,Date,Units Sold,Product Category
Kerala,8312.06,1917.07,06-07-2023,46,Clothing
Maharashtra,2042.42,1783.8,26-03-2023,124,Books
Karnataka,3423.26,562.64,24-04-2023,149,Electronics
Gujarat,4930.66,766.33,14-02-2023,100,Clothing
Gujarat,5512.32,659.74,23-08-2023,146,Books
Gujarat,3830.37,444.36,04-12-2023,18,Books
Punjab,5129.81,1386.76,06-09-2023,108,Furniture
Maharashtra,3549.12,109.64,10-10-2023,107,Electronics
Karnataka,6180.85,931.61,28-08-2023,17,Books
Punjab,4118.2,589.95,02-01-2023,24,Electronics
Punjab,4454.39,1831.48,24-08-2023,136,Furniture
Maharashtra,2245.42,1674.64,23-01-2023,68,Furniture
Kerala,7296.44,1456.69,09-10-2023,40,Furniture
Maharashtra,9827.67,656.18,15-11-2023,14,Electronics
Punjab,5902.97,932.57,04-08-2023,19,Books
Karnataka,3426.52,646.9,23-05-2023,85,Electronics
Rajasthan,1914.96,1526.7,29-06-2023,118,Furniture
Rajasthan,4923.75,439.17,21-02-2023,93,Clothing
Maharashtra,4287.75,1341.62,15-06-2023,58,Electronics
Kerala,2862.54,1026.7,09-10-2023,110,Furniture
Gujarat,4302.27,786.53,21-02-2023,31,Electronics
Kerala,7297.42,1526.52,25-12-2023,134,Electronics
Kerala,5857.73,911.55,30-11-2023,71,Furniture
Rajasthan,7750.29,1816.93,04-07-2023,134,Furniture
Punjab,3503.27,1944.85,11-08-2023,74,Furniture
Maharashtra,9589.43,1414.58,23-07-2023,122,Electronics
Kerala,682.82,1231.76,17-08-2023,2,Furniture
Punjab,7158.17,1014.71,31-12-2023,133,Electronics
Maharashtra,1885.76,1153.11,05-08-2023,139,Books
Gujarat,4659.97,1347.96,16-02-2023,63,Clothing
Gujarat,9668.01,1699.65,04-09-2023,101,Electronics
Punjab,7864.96,1470.58,01-09-2023,128,Books
Haryana,7065.95,515.98,05-06-2023,100,Clothing
Rajasthan,2666.28,1547.13,22-08-2023,36,Books
Haryana,9320.63,658.1,04-11-2023,91,Clothing
Maharashtra,6297.49,1403.13,09-11-2023,13,Clothing
Punjab,7629.17,600.22,10-07-2023,63,Furniture
Maharashtra,8540.62,281.63,09-06-2023,125,Clothing
Gujarat,626.63,1754.13,03-12-2023,142,Electronics
Maharashtra,6876.27,1552.37,02-01-2023,18,Clothing
Gujarat,9287.27,1158.86,26-12-2023,135,Clothing
Punjab,4731.4,1401.33,26-02-2023,62,Books
Gujarat,5395.43,613.96,11-10-2023,57,Clothing
Gujarat,2941.79,1293.13,15-10-2023,26,Clothing
Rajasthan,8119.49,1344.48,04-06-2023,145,Clothing
Kerala,4239.93,1379.92,22-08-2023,146,Books
Gujarat,8364.91,1461.12,20-06-2023,5,Clothing
Gujarat,4626.13,1537.13,28-01-2023,97,Electronics
Maharashtra,6471.56,1202.73,24-05-2023,50,Electronics
Kerala,2671.05,379.97,18-02-2023,135,Clothing
Haryana,9305.24,975.92,08-11-2023,15,Clothing
Haryana,7536.83,1138.69,21-02-2023,13,Electronics
Haryana,6966.82,1300.64,19-01-2023,90,Furniture
Kerala,8125.75,1152.66,16-08-2023,75,Clothing
Karnataka,3391.66,1093.09,14-06-2023,114,Clothing
Karnataka,758.5,644.49,21-11-2023,90,Clothing
Punjab,8332.81,202.12,19-08-2023,30,Books
Kerala,2898.71,678.49,16-09-2023,64,Clothing
Punjab,900.82,730.66,29-10-2023,109,Electronics
Maharashtra,7604.98,122.38,24-10-2023,11,Electronics
Punjab,2489.18,1277.02,21-06-2023,42,Clothing
Punjab,6726.58,341.89,08-02-2023,54,Furniture
Haryana,500.83,1038.13,21-08-2023,6,Furniture
Haryana,4788.85,1754.16,19-11-2023,4,Books
Karnataka,4411.21,377.85,30-05-2023,2,Furniture
Rajasthan,7015.75,1911.36,04-10-2023,148,Furniture
Haryana,7623.62,1780.04,01-07-2023,44,Electronics
Maharashtra,2860.91,163.53,27-06-2023,94,Books
Haryana,6356.77,1143.46,14-08-2023,59,Electronics
Rajasthan,8655.12,338.7,15-06-2023,124,Books
Haryana,8517.02,402.86,05-03-2023,1,Furniture
Maharashtra,6480.9,1197.52,01-08-2023,115,Books
Gujarat,2220.99,546.46,06-05-2023,44,Electronics
Gujarat,6419.48,1322.86,08-12-2023,142,Furniture
Kerala,6376.7,245.13,15-07-2023,19,Furniture
Kerala,7804.95,1362.37,02-11-2023,64,Books
Maharashtra,6783.37,1493.8,10-01-2023,117,Electronics
Haryana,2995.73,1124.26,29-11-2023,41,Clothing
Karnataka,3733.34,540.25,24-01-2023,119,Books
Gujarat,3738.73,1012.29,30-11-2023,69,Furniture
Kerala,5185.53,661.63,23-04-2023,108,Books
Karnataka,8616.16,1678.11,26-08-2023,41,Books
Gujarat,1361,173.63,24-12-2023,76,Electronics
Punjab,4644.91,228.43,21-10-2023,1,Books
Gujarat,6986.54,617.27,26-12-2023,33,Clothing
Gujarat,4632.1,980.09,29-08-2023,90,Books
Rajasthan,2115.31,1920.27,18-09-2023,58,Clothing
Karnataka,6086.29,570.31,31-07-2023,22,Furniture
Haryana,4799.62,1102.75,19-03-2023,68,Furniture
Karnataka,8320.31,752.53,19-11-2023,126,Electronics
Punjab,6682.21,408.22,03-04-2023,48,Clothing
Karnataka,7822.48,503.59,09-01-2023,29,Books
Gujarat,5385.1,733.78,13-12-2023,53,Furniture
Karnataka,1289.41,1291.75,30-10-2023,66,Furniture
Haryana,2472.48,984.9,15-11-2023,33,Books
Karnataka,1246.28,472.4,25-03-2023,89,Clothing
Haryana,4229.09,1642.88,20-02-2023,21,Books
Haryana,851.02,940.7,24-08-2023,112,Books
Kerala,8715.95,396.64,13-03-2023,137,Furniture
Maharashtra,8860.63,1404.58,01-08-2023,101,Electronics
Haryana,5805.41,184.2,12-06-2023,77,Clothing
Gujarat,8231.95,1788.79,16-06-2023,126,Furniture
Rajasthan,6293.81,1841.38,02-01-2023,100,Furniture
Punjab,3787.83,1097.18,12-09-2023,141,Books
Haryana,8453.91,659.09,21-05-2023,18,Furniture
Haryana,1978.74,1241.49,13-09-2023,56,Electronics
Rajasthan,8228.88,1420.54,27-07-2023,75,Electronics
Punjab,6503.42,354.85,02-06-2023,83,Books
Kerala,4958.34,1097.56,10-01-2023,101,Furniture
Gujarat,9480.73,1186.71,10-06-2023,28,Furniture
Punjab,7357.71,973.31,21-06-2023,126,Clothing
Rajasthan,6707.39,466.12,26-11-2023,13,Books
Rajasthan,659.33,1136.64,05-04-2023,77,Books
Kerala,8907.4,1920.95,09-06-2023,13,Electronics
Gujarat,2494.79,1582.45,16-01-2023,43,Books
Haryana,7456.05,1664.58,21-01-2023,118,Furniture
Gujarat,6494.91,1916.96,08-08-2023,70,Clothing
Rajasthan,3138.64,1861.68,06-11-2023,77,Electronics
Kerala,2911.31,1575.8,19-08-2023,65,Electronics
Karnataka,5749.75,1480.22,21-07-2023,100,Clothing
Kerala,2661.73,285.77,10-12-2023,143,Books
Maharashtra,3460.17,1508.43,08-03-2023,51,Clothing
Kerala,2271.8,755.91,05-03-2023,64,Furniture
Karnataka,7133.08,1294.1,02-04-2023,110,Electronics
Punjab,1207.69,1629.41,16-04-2023,18,Books
Gujarat,3995.32,1627.53,02-09-2023,56,Electronics
Maharashtra,9128.27,1708.43,17-03-2023,59,Furniture
Maharashtra,1338.08,321.02,23-05-2023,117,Clothing
Karnataka,8011.59,1854.87,27-01-2023,118,Books
Punjab,809.03,1929.47,07-09-2023,7,Electronics
Haryana,3093.59,1054.19,04-02-2023,64,Furniture
Rajasthan,6933.82,782.6,04-03-2023,30,Books
Punjab,1124.19,563.98,24-09-2023,6,Clothing
Maharashtra,1163.13,151.28,18-11-2023,64,Electronics
Haryana,813.07,863.08,24-08-2023,118,Furniture
Maharashtra,5296.62,647.65,16-04-2023,55,Books
Kerala,8700.6,572.89,22-11-2023,20,Electronics
Karnataka,3937.69,759.28,12-03-2023,33,Electronics
Rajasthan,6238.94,993.64,10-09-2023,79,Furniture
Kerala,7506.06,900.81,02-07-2023,144,Electronics
Maharashtra,559.35,1628.8,28-02-2023,145,Books
Haryana,3558,339.61,15-06-2023,81,Books
Rajasthan,3024.83,850.55,26-03-2023,5,Clothing
Kerala,8107.67,786.53,19-07-2023,57,Electronics
Rajasthan,9499.34,1484.61,23-06-2023,130,Books
Karnataka,8837.25,1062.64,31-10-2023,5,Clothing
Kerala,2513.08,1240.23,21-02-2023,95,Books
Punjab,9385.4,419.86,24-06-2023,104,Furniture
Maharashtra,3333.12,642.47,27-05-2023,120,Furniture
Karnataka,4820.55,300.31,18-11-2023,90,Books
Kerala,3386.65,1437.02,26-07-2023,42,Furniture
Maharashtra,1418.41,406.7,24-11-2023,26,Furniture
Maharashtra,901.95,915.27,25-03-2023,122,Books
Maharashtra,1504.19,1593.47,22-04-2023,80,Electronics
Haryana,3698.57,112.5,09-03-2023,75,Clothing
Kerala,7009.47,1732.53,16-04-2023,41,Electronics
Karnataka,4818.81,892.04,23-12-2023,10,Electronics
Punjab,7971.79,573.42,05-07-2023,84,Furniture
Haryana,6043.96,1873.66,22-02-2023,21,Furniture
Gujarat,9439.59,1227.81,14-02-2023,142,Electronics
Karnataka,8256.49,883.82,16-09-2023,48,Books
Maharashtra,708.4,1845.31,28-06-2023,112,Clothing
Maharashtra,9274,1133.94,30-10-2023,18,Electronics
Punjab,878.53,876.34,08-11-2023,98,Clothing
Gujarat,6414.38,1170.68,10-10-2023,42,Clothing
Gujarat,4627.06,1061.41,21-12-2023,108,Books
Haryana,2774.93,134.05,21-10-2023,82,Books
Karnataka,9095.3,1203.45,05-05-2023,36,Electronics
Maharashtra,2899.84,1731.51,13-10-2023,36,Clothing
Maharashtra,9998.79,351.21,28-12-2023,136,Clothing
Maharashtra,8213.32,475.06,02-04-2023,89,Clothing
Kerala,2577.21,633.56,19-05-2023,24,Electronics
Karnataka,2960.55,82.68,04-08-2023,11,Books
Rajasthan,8799.55,1356.48,21-01-2023,39,Electronics
Kerala,1945.97,860.61,29-10-2023,40,Books
Kerala,4826.44,1000.77,04-04-2023,63,Clothing
Rajasthan,2775.51,448.59,06-11-2023,51,Electronics
Maharashtra,5440.11,853.83,11-04-2023,119,Clothing
Haryana,724.79,417.83,27-03-2023,65,Furniture
Haryana,1038.33,1777.96,19-11-2023,36,Books
Maharashtra,3749.42,1126.76,22-01-2023,59,Books
Karnataka,2995.84,413.92,07-09-2023,131,Clothing
Maharashtra,2094.49,1228.41,02-01-2023,105,Clothing
Gujarat,7401.67,104.06,05-02-2023,82,Books
Karnataka,7863.92,1812.76,07-04-2023,15,Clothing
Rajasthan,1611.35,722.02,26-02-2023,25,Clothing
Karnataka,2292.24,1052.24,17-11-2023,63,Clothing
Karnataka,1760.31,1864.2,06-02-2023,9,Furniture
Gujarat,3826.26,595.71,24-09-2023,91,Books
Gujarat,7520.77,1730.37,16-04-2023,141,Clothing
Maharashtra,4445.02,138.75,19-07-2023,136,Books
Kerala,3781.45,1950.56,05-04-2023,1,Electronics
Kerala,2421.78,758.17,25-06-2023,98,Books
Karnataka,5273.58,756.8,16-02-2023,46,Books
Haryana,7394.98,1718.36,09-07-2023,89,Electronics
Haryana,1344.07,1034.31,21-07-2023,150,Electronics
Rajasthan,660.57,1978.3,22-08-2023,46,Electronics
Karnataka,9999.94,121.46,13-05-2023,89,Clothing
Haryana,2858.28,1843.46,22-12-2023,93,Electronics
Gujarat,9327.6,1228.9,21-01-2023,76,Furniture
Rajasthan,778.92,443.67,04-06-2023,70,Electronics
Rajasthan,4835.66,1042.68,16-01-2023,67,Electronics
Gujarat,1684.43,926.14,07-05-2023,7,Books
Maharashtra,6617.98,1777.51,24-10-2023,95,Clothing
Rajasthan,8010.85,560.47,18-04-2023,123,Electronics
Gujarat,4826.36,1793.51,17-02-2023,85,Books
Rajasthan,5449.01,1662.28,17-11-2023,62,Electronics
Kerala,5690.09,1803.77,17-01-2023,146,Electronics
Rajasthan,1982.41,1265.55,27-01-2023,63,Books
Punjab,7333.59,1668.35,17-04-2023,105,Books
Gujarat,3797.62,1120.36,20-09-2023,132,Electronics
Kerala,2860.79,923.42,03-06-2023,89,Clothing
Gujarat,8864.81,232.02,07-11-2023,68,Clothing
Gujarat,1591.54,770.12,22-08-2023,54,Electronics
Karnataka,8670.9,370.12,27-05-2023,43,Furniture
Gujarat,2760.43,251.4,02-09-2023,111,Furniture
Rajasthan,5841.67,1105.62,17-02-2023,72,Clothing
Karnataka,2770.38,844.42,06-10-2023,83,Furniture
Kerala,6196.72,936.08,13-08-2023,47,Clothing
Rajasthan,8745.06,550.22,07-05-2023,1,Books
Maharashtra,4315.45,743.23,16-06-2023,72,Furniture
Gujarat,3350.78,665.21,04-07-2023,29,Books
Karnataka,5736.96,1302.97,25-08-2023,27,Clothing
Haryana,9924.64,1570.3,24-06-2023,137,Furniture
Karnataka,9141.43,949.92,01-01-2023,107,Clothing
Gujarat,8913.99,1304.79,08-04-2023,32,Electronics
Rajasthan,8428.47,74.3,15-10-2023,98,Furniture
Rajasthan,8578.5,1743.01,25-05-2023,105,Electronics
Gujarat,7941.89,1737.96,23-05-2023,13,Clothing
Haryana,7821.04,1980.45,17-09-2023,123,Electronics
Punjab,8652.96,1201.63,06-08-2023,18,Books
Haryana,1985.69,55.52,07-10-2023,8,Books
Kerala,4275.11,793.85,27-02-2023,85,Clothing
Karnataka,767.65,1162.9,10-11-2023,69,Furniture
Gujarat,7392.28,1729.43,03-03-2023,135,Furniture
Karnataka,2727.51,249.64,19-05-2023,32,Books
Gujarat,6887.92,1610.48,10-05-2023,2,Books
Maharashtra,2510.31,1317.81,24-11-2023,69,Furniture
Karnataka,4920.22,1622.6,08-10-2023,34,Furniture
Rajasthan,4502.76,1522.41,18-10-2023,36,Books
Gujarat,8737.54,1337.76,12-10-2023,129,Electronics
Karnataka,6893.53,373.24,24-12-2023,16,Furniture
Kerala,7648.76,1346.1,10-12-2023,55,Furniture
Gujarat,5229.81,1822.81,05-07-2023,30,Books
Kerala,8789.05,1789.53,29-10-2023,2,Furniture
Punjab,8805.26,626.81,02-12-2023,32,Books
Gujarat,3223.25,795.38,16-01-2023,48,Electronics
Haryana,1205.84,175.53,01-12-2023,113,Clothing
Kerala,2171.98,364.92,30-09-2023,130,Electronics
Maharashtra,6466.6,568.71,22-09-2023,76,Furniture
Punjab,2927.57,1489.26,05-02-2023,125,Furniture
Kerala,1211.12,873.56,03-08-2023,57,Electronics
Punjab,6389.87,485.98,07-07-2023,10,Electronics
Maharashtra,4499.3,166.09,30-10-2023,21,Books
Maharashtra,6767.27,304.18,13-08-2023,82,Furniture
Rajasthan,1030.82,757.83,02-11-2023,8,Clothing
Maharashtra,3084.22,404.31,23-02-2023,13,Electronics
Rajasthan,3027.07,1259.83,04-02-2023,28,Furniture
Kerala,2015.62,1417.32,11-11-2023,25,Furniture
Maharashtra,6730.5,625.26,14-08-2023,115,Clothing
Karnataka,1080.81,1482.95,22-12-2023,124,Electronics
Kerala,621.32,1880.46,14-04-2023,82,Books
Rajasthan,5791.49,745.81,21-12-2023,22,Books
Rajasthan,8024.94,615.65,18-01-2023,144,Furniture
Kerala,8312.27,201.1,22-12-2023,70,Electronics
Gujarat,4393.86,1224.38,18-11-2023,141,Books
Punjab,5853.25,1431.33,22-04-2023,114,Electronics
Punjab,4884.23,158.29,04-02-2023,52,Books
Haryana,6438.3,57.65,01-11-2023,116,Electronics
Haryana,1025.87,1267.81,24-07-2023,6,Clothing
Kerala,3332.17,1257.74,26-04-2023,150,Electronics
Gujarat,3091.53,950.01,12-01-2023,129,Furniture
Punjab,4386.51,452.16,04-08-2023,20,Furniture
Rajasthan,3057.97,1453.44,08-12-2023,37,Electronics
Maharashtra,2074.57,83.26,19-07-2023,126,Furniture
Rajasthan,8530.53,554.18,06-10-2023,130,Clothing
Punjab,9523,1411.31,18-03-2023,19,Clothing
Gujarat,7166.3,1949.52,17-04-2023,10,Books
Kerala,7019.79,1156.58,23-01-2023,53,Electronics
Karnataka,1914.65,622.11,18-09-2023,97,Clothing
Karnataka,3769.74,201.82,26-08-2023,74,Books
Haryana,7673.81,1654.21,05-12-2023,3,Clothing
Punjab,1124.9,350.8,17-03-2023,54,Electronics
Haryana,2905.54,433.66,06-06-2023,41,Electronics
Gujarat,7948.28,76.56,18-04-2023,149,Clothing
Karnataka,2423.78,252.33,02-08-2023,145,Furniture
Maharashtra,1740.09,954.21,30-11-2023,54,Furniture
Kerala,6688.84,219.66,21-07-2023,48,Clothing
Gujarat,7919.26,1798.78,30-07-2023,136,Books
Haryana,5905.6,1050.46,24-03-2023,144,Books
Karnataka,7942.42,479.79,09-04-2023,107,Clothing
Haryana,6924.69,1205.78,22-07-2023,33,Furniture
Kerala,3993.68,1955.24,24-12-2023,8,Furniture
Gujarat,6305.25,241.11,21-04-2023,66,Furniture
Gujarat,8051.6,1646.17,18-06-2023,8,Books
Punjab,1952.38,1565.93,21-08-2023,16,Furniture
Punjab,8326.26,1410.73,06-08-2023,14,Books
Rajasthan,6976.38,875.4,24-04-2023,74,Books
Maharashtra,5468.06,821.63,27-09-2023,46,Books
Gujarat,7693.65,531.31,04-11-2023,47,Clothing
Gujarat,5317.9,1628.39,14-07-2023,124,Furniture
Rajasthan,1332.91,831.67,13-01-2023,64,Furniture
Rajasthan,798.11,1493.4,20-05-2023,115,Furniture
Maharashtra,4592.7,1138.47,19-10-2023,33,Clothing
Gujarat,4378.51,1732.91,24-11-2023,59,Books
Punjab,7021.65,1379.29,10-02-2023,29,Electronics
Rajasthan,1075.19,230.04,15-03-2023,138,Furniture
Punjab,1685.49,1372,13-07-2023,49,Furniture
Maharashtra,8127.25,1606.75,10-03-2023,22,Clothing
Punjab,1486.2,1492.69,05-06-2023,1,Clothing
Karnataka,2244.13,896.92,16-02-2023,78,Clothing
Kerala,5215.3,580.19,06-01-2023,29,Books
Gujarat,5029.3,1256.96,27-03-2023,116,Furniture
Gujarat,6850.66,1371.56,30-08-2023,33,Books
Maharashtra,4869.55,665.59,12-02-2023,33,Clothing
Gujarat,5155.31,1591.49,09-06-2023,126,Electronics
Punjab,7975.97,691.41,12-12-2023,127,Books
Karnataka,7018.9,1249.77,04-07-2023,106,Electronics
Kerala,2485.43,888.61,26-05-2023,5,Furniture
Haryana,8132.38,1720.54,27-05-2023,18,Books
Haryana,9804.76,565.07,22-01-2023,76,Electronics
Punjab,9133,799.69,04-03-2023,51,Books
Karnataka,8268.43,781,01-09-2023,143,Books
Gujarat,5460.96,700.58,21-04-2023,55,Clothing
Haryana,6640.54,1541.36,24-03-2023,104,Furniture
Rajasthan,6365.97,377.61,07-09-2023,24,Furniture
Kerala,3970.59,236.58,03-04-2023,56,Clothing
Gujarat,3635.41,154.42,03-03-2023,94,Books
Rajasthan,4316.64,1685.53,13-01-2023,6,Books
Gujarat,7593.72,215,03-12-2023,103,Books
Kerala,5271.44,1479.65,26-07-2023,113,Clothing
Rajasthan,6421.56,1755.94,08-10-2023,30,Electronics
Maharashtra,5744.52,216.97,16-09-2023,75,Clothing
Rajasthan,1396.67,1636.7,23-07-2023,14,Clothing
Kerala,7216.1,773.01,12-11-2023,12,Clothing
Punjab,7987.33,1048.56,08-02-2023,5,Electronics
Rajasthan,4134.16,812.03,20-10-2023,140,Clothing
Maharashtra,6126.81,1400.42,06-01-2023,20,Clothing
Rajasthan,7392.28,1687.13,16-11-2023,2,Electronics
Karnataka,5826.86,1222.35,23-01-2023,43,Books
Haryana,4698.42,915.08,26-06-2023,47,Clothing
Kerala,5799.39,1173.28,17-05-2023,42,Clothing
Rajasthan,7494.48,523,26-11-2023,28,Books
Haryana,9265.58,1523.56,13-12-2023,65,Electronics
Karnataka,851.55,1260.88,26-08-2023,54,Electronics
Rajasthan,8632.17,1200.39,06-02-2023,60,Books
Haryana,596.83,166.76,28-12-2023,50,Clothing
Kerala,1581.91,295.04,24-04-2023,46,Clothing
Maharashtra,9743.23,1944.62,29-03-2023,14,Clothing
Punjab,2992.56,242.35,26-02-2023,15,Furniture
Kerala,7557.03,1708.64,26-10-2023,58,Furniture
Punjab,9754.3,940.92,19-04-2023,145,Electronics
Maharashtra,2120.49,831.11,26-11-2023,115,Electronics
Maharashtra,9807.18,503.41,09-12-2023,73,Books
Maharashtra,6369.47,140.53,04-11-2023,142,Clothing
Rajasthan,845.24,1595.79,25-11-2023,69,Clothing
Karnataka,2270.68,142.53,05-05-2023,106,Furniture
Kerala,7706.42,1769.87,03-11-2023,94,Books
Karnataka,2108.1,1167.4,05-11-2023,113,Books
Kerala,3657.74,407.9,01-01-2023,127,Books
Maharashtra,2198.69,655.24,31-03-2023,114,Clothing
Karnataka,2595.29,525.61,30-04-2023,5,Furniture
Karnataka,9606.84,920.28,13-02-2023,10,Books
Kerala,2188.47,276.21,11-11-2023,142,Electronics
Punjab,8172.54,1861.62,03-01-2023,68,Electronics
Haryana,7927.73,438.8,15-09-2023,91,Electronics
Maharashtra,6664.92,419,09-11-2023,88,Furniture
Gujarat,9825.56,1524.13,06-03-2023,70,Books
Haryana,5336.42,1097.16,23-06-2023,116,Clothing
Maharashtra,5790.42,470.85,15-03-2023,125,Clothing
Kerala,7069.16,962.9,20-08-2023,55,Books
Kerala,2424.28,1185.62,15-07-2023,77,Books
Kerala,3855.32,128.29,13-08-2023,134,Books
Kerala,1976.53,1009.09,17-12-2023,129,Furniture
Rajasthan,1119.04,906.55,28-02-2023,4,Furniture
Kerala,2895.78,138.49,29-09-2023,12,Clothing
Rajasthan,1641.45,1539.73,11-10-2023,40,Clothing
Gujarat,3851.65,904.6,01-05-2023,148,Clothing
Kerala,1588.54,1780.18,21-06-2023,12,Clothing
Maharashtra,7008.04,1821.17,13-07-2023,59,Electronics
Haryana,528.15,1528.59,26-11-2023,1,Electronics
Kerala,9951.6,1650.77,22-06-2023,109,Furniture
Haryana,6231.96,1181.06,13-05-2023,9,Books
Kerala,3741.5,1418.27,01-09-2023,7,Electronics
Karnataka,1551.83,468.17,03-01-2023,72,Furniture
Gujarat,4012.32,255.4,23-08-2023,112,Electronics
Punjab,3405.89,858.67,05-09-2023,127,Electronics
Haryana,5829.99,1917.18,06-02-2023,78,Furniture
Maharashtra,7600.54,488.88,22-07-2023,95,Books
Kerala,4829.76,1394.16,10-10-2023,149,Books
Maharashtra,8979.21,215.85,09-05-2023,48,Clothing
Karnataka,4408.94,1660.16,12-12-2023,58,Electronics
Rajasthan,7186.09,594.12,04-08-2023,85,Electronics
Punjab,3878.38,441.31,14-05-2023,83,Furniture
Karnataka,3649.39,769.69,14-01-2023,86,Books
Maharashtra,4923.48,1106.83,09-06-2023,75,Books
Karnataka,9366.9,1667.5,06-02-2023,141,Clothing
Punjab,6620.06,1610.34,12-04-2023,135,Books
Punjab,9653.14,1613.65,29-03-2023,65,Clothing
Maharashtra,8231.03,1788.83,08-09-2023,133,Electronics
Karnataka,8143.09,611.15,22-02-2023,11,Electronics
Punjab,9232.01,666.71,25-03-2023,38,Clothing
Gujarat,5050.11,569.9,03-04-2023,90,Electronics
Haryana,9028.85,305.11,01-12-2023,55,Clothing
Maharashtra,7674.21,1287.04,07-09-2023,107,Furniture
Punjab,5557.36,1844.91,10-07-2023,53,Electronics
Haryana,9635.02,1615.11,17-08-2023,34,Clothing
Gujarat,9379.23,258.11,22-09-2023,150,Electronics
Gujarat,5577.87,297.84,01-07-2023,131,Electronics
Gujarat,3368,1262.84,08-11-2023,26,Electronics
Rajasthan,6149.54,301.54,30-01-2023,39,Electronics
Karnataka,8328.59,702.51,29-11-2023,103,Books
Punjab,3216.05,1158.3,15-07-2023,70,Clothing
Rajasthan,9832.94,1403.74,02-11-2023,1,Books
Punjab,863.62,1434.6,01-03-2023,76,Electronics
Karnataka,6357.95,1280.34,05-07-2023,71,Clothing
Karnataka,2412.08,179.47,26-04-2023,23,Clothing
Rajasthan,6528.47,926.57,08-03-2023,96,Clothing
Haryana,4390.69,1572.36,09-10-2023,115,Books
Karnataka,9190.91,1346.98,15-02-2023,36,Electronics
Karnataka,1305.16,1632.6,25-04-2023,42,Books
Gujarat,2827.68,1521.86,15-01-2023,69,Electronics
Kerala,7337.64,884.17,31-05-2023,44,Electronics
Maharashtra,1681.65,1124.46,08-02-2023,52,Books
Rajasthan,9573.27,327.22,05-10-2023,137,Clothing
Punjab,2438.24,127.4,10-01-2023,97,Electronics
Gujarat,1262.83,1733.08,13-04-2023,6,Furniture
Haryana,6613.4,618.03,03-06-2023,127,Electronics
Rajasthan,8709.33,281.21,23-10-2023,145,Books
Karnataka,1154.38,1320.75,13-08-2023,13,Clothing
Gujarat,7084.79,1963.35,06-11-2023,105,Furniture
Gujarat,5819.57,79.1,02-06-2023,19,Electronics
Punjab,8947.94,979.66,10-07-2023,125,Electronics
Rajasthan,6178.51,500.79,04-05-2023,89,Electronics
Kerala,8510.52,454.21,05-08-2023,75,Electronics
Gujarat,3267.34,307.56,05-07-2023,1,Electronics
Kerala,9552.27,287.86,13-11-2023,20,Books
Maharashtra,6576.06,295.53,17-03-2023,2,Books
Maharashtra,646.48,1334.95,11-01-2023,49,Furniture
Karnataka,7145.1,967.64,27-11-2023,34,Books
Karnataka,8161.53,478.45,16-05-2023,39,Electronics
Maharashtra,9103.03,77.14,05-09-2023,63,Clothing
Gujarat,7809.09,1305.64,28-10-2023,104,Furniture
Karnataka,1569.51,1638.95,06-01-2023,94,Books
Gujarat,8811.09,537.46,10-10-2023,124,Clothing
Kerala,6809.51,964.09,22-09-2023,62,Clothing
Maharashtra,7938.07,375.78,07-09-2023,39,Furniture
Punjab,5976.7,1254.51,13-03-2023,90,Books
Kerala,6157.75,918.08,29-09-2023,130,Furniture
Kerala,9104.81,1251.18,10-01-2023,24,Electronics
Haryana,9847.43,491.26,03-07-2023,99,Furniture
Kerala,3014.09,743.86,24-11-2023,83,Electronics
Maharashtra,2360.81,719.78,22-03-2023,143,Electronics
Rajasthan,8634.27,596.34,20-06-2023,60,Furniture
Kerala,2344.57,413.47,24-07-2023,15,Books
Karnataka,9799.36,693.32,05-06-2023,29,Books
Maharashtra,952.21,452.99,27-05-2023,36,Electronics
Gujarat,3737.34,268.9,21-10-2023,14,Clothing
Kerala,4280.09,204.9,22-08-2023,73,Electronics
Kerala,5778.09,280.65,24-01-2023,58,Books
Maharashtra,3881.33,407.1,05-03-2023,113,Furniture
Haryana,9691.43,122.1,09-10-2023,28,Electronics
Karnataka,3397.92,845.88,20-04-2023,24,Furniture
Kerala,7099.06,582.08,29-12-2023,115,Clothing
Kerala,4642.38,279.17,12-09-2023,141,Books
Karnataka,9321.31,971.88,21-01-2023,150,Clothing
Rajasthan,4797.03,1381.93,13-11-2023,85,Books
Maharashtra,2466.61,1352.75,28-06-2023,120,Electronics
Kerala,9791.66,1988.57,20-01-2023,92,Furniture
Punjab,9807.47,1801.98,13-12-2023,53,Furniture
Karnataka,8494.27,929.16,28-11-2023,55,Furniture
Rajasthan,6594.88,1398.19,16-02-2023,3,Books
Haryana,4957.34,1651.98,13-09-2023,117,Clothing
Punjab,6547.13,769.29,03-06-2023,140,Furniture
Maharashtra,2067.87,257.45,06-02-2023,142,Clothing
Karnataka,9953.06,1452.14,19-07-2023,14,Furniture
Karnataka,9767.7,1422.85,01-07-2023,19,Electronics
Punjab,2661.59,1899.76,29-10-2023,70,Electronics
Maharashtra,3070.73,956.64,30-10-2023,18,Books
Maharashtra,5455.21,1786.1,07-07-2023,47,Books
Gujarat,2361.13,960.09,18-11-2023,69,Clothing
Karnataka,1909.3,1468.95,03-01-2023,95,Clothing
Kerala,7786.2,1072.7,29-08-2023,106,Clothing
Haryana,7028.06,1133.84,21-04-2023,49,Electronics
Karnataka,2190.69,645.73,18-09-2023,17,Books
Karnataka,5386.77,547.4,16-07-2023,72,Clothing
